title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Instant Family,7.537,2676,2018-11-16,120989656,118,48000000,21.868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven Can Wait,6.6,350,1978-06-28,98800000,101,15000000,12.228,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Heavy Petting,4.276,38,2007-10-20,272371,92,2800000,3.365,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moonlight,7.392,6641,2016-10-21,65046687,111,4000000,16.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Murder on the Orient Express,7.137,1268,1974-11-22,35700000,128,1400000,19.557,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Kinky Boots,6.679,310,2005-08-30,9950133,107,10000000,9.611,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Thirst,7.074,824,2009-04-30,13085023,134,5000000,14.237,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Shorts,5.839,279,2009-08-21,28972508,89,40000000,11.649,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Time Machine,7.35,735,1960-05-25,5902,103,750000,26.468,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Interstellar,8.417,32571,2014-11-05,701729206,169,165000000,140.241,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Moonstruck,6.855,812,1987-12-16,80640528,102,15000000,20.181,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Burnface,5.2,6,2010-12-10,20735,98,260553,0.677,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Short Circuit,6.565,1329,1986-05-09,40697761,98,10000000,17.945,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dil Chahta Hai,6.8,252,2001-07-24,4099000,183,2079000,7.909,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Frenzy,7.1,803,1972-05-25,12600000,116,3500000,12.411,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Samart Payakaroon,10.0,1,2024-05-12,1000000,39,1000000,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
My Dear Desperado,6.958,12,2010-05-20,4214668,100,800000,5.809,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Blitz,6.168,1510,2011-05-20,15800000,97,15774948,29.884,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Accidental Spy,5.993,410,2001-01-18,790144,108,25697387,10.252,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contaminated Reflection,9.0,1,2023-05-14,1,2,1,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,6.436,2898,2013-09-26,248384621,95,78000000,33.819,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Six Days Seven Nights,6.039,1325,1998-06-12,164839294,98,70000000,16.824,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cocaine Bear,6.213,1449,2023-02-22,87649532,96,32500000,97.888,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Empire Strikes Back,8.4,15773,1980-05-20,538400000,124,18000000,35.265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Great Dictator,8.332,3037,1940-10-15,11000000,125,2000000,20.506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
End of the Line,10.0,1,2023-06-20,525,12,1257,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,7.809,15728,2007-06-28,623726000,111,150000000,82.488,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Souvenir,9.0,1,2022-01-26,100,13,100,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gopala Gopala,5.364,11,2015-01-10,100,153,500,2.735,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Waterloo,7.169,163,1970-10-26,3052000,134,25000000,13.939,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Premrog,1.0,1,2007-05-31,15000,179,12000,5.677,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Johan,5.1,7,2005-10-06,194325,90,3000000,1.413,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dunkirk,7.456,15464,2017-07-19,527000000,107,150000000,34.529,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Below,6.034,401,2002-08-11,2622015,105,40000000,13.969,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Painter,10.0,1,2024-07-05,12,3,1000,0.628,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Wings of Desire,7.768,1140,1987-05-17,3210139,128,2500000,16.002,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Tax Collector,5.647,421,2020-08-07,942666,95,30000000,20.516,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psycho Goreman,5.954,306,2020-10-29,95384,95,1700000,12.88,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Shaolin,6.898,325,2011-01-20,33662874,131,29000000,19.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elegy,6.244,244,2008-08-08,14894347,112,13000000,10.836,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Human Capital,7.479,855,2014-01-09,5809330,111,6000000,6.172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strange Wilderness,4.862,203,2008-02-01,6964734,87,20000000,10.066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moshi Monsters: The Movie,6.643,7,2013-12-20,2900000,81,1849089,1.877,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Water for Elephants,6.943,2397,2011-04-15,117094902,122,38000000,14.302,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Liberty Stands Still,5.351,138,2002-01-18,595214,96,11000000,11.311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Green Berets,5.8,150,1968-07-04,11000000,142,7000000,14.272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bamako,6.919,31,2006-06-21,111000,115,2000000,3.659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bill & Ted Face the Music,5.907,808,2020-08-27,6274027,91,25000000,20.525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crank: High Voltage,6.048,2591,2009-04-16,34560577,96,20000000,32.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thawed Carp,7.077,13,2017-11-07,173187,97,1000000,1.704,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage,6.138,8541,2017-01-13,346147658,107,85000000,60.062,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ong Bak 2,6.4,583,2008-12-04,8936663,98,8500000,25.641,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Diary of a Wimpy Kid: Rodrick Rules,6.604,1022,2011-03-25,72526996,99,21000000,17.403,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fame,5.692,343,2009-09-23,77211836,107,18000000,10.409,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Modern Times,8.293,3394,1936-02-05,1800000,87,1500000,19.539,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Guilt Trip,5.579,628,2012-12-19,41863726,95,40000000,11.637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ordinary,6.5,20,2012-03-17,3260000,146,453500,2.739,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Someone to Watch Over Me,5.9,158,1987-10-09,10278549,103,17000000,13.136,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Guadalupe,5.0,6,2006-12-01,1499149,90,1490641,0.819,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Rangoon,6.618,76,1995-05-24,14700000,100,23000000,7.991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Low Down Dirty Shame,5.663,95,1994-11-23,29392418,100,10000000,8.465,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Win a Date with Tad Hamilton!,5.726,463,2004-01-23,16980098,95,17000000,14.584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Left Hand of God,6.2,32,1955-09-02,4000000,87,1785000,5.16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweet Charity,6.731,65,1969-02-25,20000000,149,8000000,8.359,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Prophecy,6.497,451,1995-09-01,16115878,98,8000000,14.062,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Narc,6.699,463,2002-01-14,12633747,105,6500000,9.988,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Batman Beyond: Tech Wars / Disappearing Inque,8.2,4,1999-05-08,1000000,126,1000000,2.176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chirodini Tumi Je Amar,5.8,3,2008-08-15,236000,180,138000,2.722,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Secretariat,7.4,532,2010-08-20,60321861,123,35000000,22.635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kin,6.188,754,2018-08-29,10023153,102,30000000,12.392,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Modern Problems,5.367,75,1981-12-25,26154211,89,8000000,6.276,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Ardennes,6.694,165,2015-10-14,1366879,93,2200000,4.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaçino,5.707,58,2009-10-29,3004329,98,2000000,3.302,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fog,6.696,1349,1980-02-08,21448830,89,1000000,24.346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moy paren - angel,7.167,17,2011-12-20,2372984,97,2700000,2.634,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Monopoly,5.4,11,1996-11-29,724379,106,1917,1.883,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fluminense Football Club - Centenário de uma Paixão,5.0,1,2002-07-21,700,0,400,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Screamers,6.191,486,1995-09-08,5781885,108,20000000,11.519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
American Pie,6.567,7125,1999-07-09,235483004,95,11000000,43.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iron Maiden: Rock In Rio,8.0,26,2002-07-16,10000000,125,1000000,3.236,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Rush,7.708,6598,2013-09-02,90247624,123,38000000,32.222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Door in the Floor,6.072,188,2004-07-18,6715067,111,7500000,9.849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Traffic,6.3,58,1973-08-08,1500000,76,950000,6.9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Battles of the Coronel and Falkland Islands,6.3,8,1927-10-26,6241682,106,1603469,0.864,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hellraiser III: Hell on Earth,5.63,661,1992-09-11,12534961,93,5000000,14.216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Green Mile,8.507,15937,1999-12-10,286801374,189,60000000,83.739,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Pulp Fiction,8.488,25893,1994-09-10,213900000,154,8500000,74.862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Christopher Robin,7.327,2529,2018-08-02,99138899,104,75000000,15.536,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Racing with the Moon,6.117,70,1984-03-23,6045657,108,9000000,8.402,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Roma,7.666,3697,2018-08-25,1140769,135,15000000,10.591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Labor Pains,5.411,399,2009-06-19,1895782,89,10000000,13.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Way,6.1,115,2022-09-02,30272,96,5000000,18.822,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rings,4.966,2375,2017-02-01,83080890,102,25000000,24.584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
American Hustle,6.848,6821,2013-12-03,251171807,138,40000000,20.876,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla,5.605,3541,1998-05-20,379014294,138,130000000,30.112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sound Thoma,4.7,8,2013-04-04,3166666,160,833333,1.261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tale of Despereaux,6.055,832,2008-12-18,86947965,93,60000000,18.438,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maps to the Stars,6.2,1008,2014-05-21,1338365,112,15000000,11.535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dandelion,3.0,3,2014-12-31,1958955,119,466418,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Five Corners,5.617,47,1987-09-11,969205,90,5500000,8.932,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Rejects,6.2,2,2021-07-30,500,13,500,0.709,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Queens Of Combat QOC 25,10.0,1,2018-05-19,11221,88,9990,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Intruder,6.0,531,2019-05-03,40600000,102,8000000,14.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Robe,6.551,89,1991-10-04,8211952,101,11000000,10.579,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Adventures of Hector Westwood: The Cult of Evil,8.0,1,2018-04-01,13,16,10,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Major League: Back to the Minors,5.0,93,1998-04-17,3572443,100,18000000,10.329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explorers,6.198,412,1985-07-12,9873044,109,25000000,17.63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Ace in the Hole,7.862,589,1951-06-29,1300000,111,1821052,15.312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Priest,5.765,2070,2011-05-05,78309131,87,60000000,19.594,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Mindhunters,6.448,1067,2004-05-07,21148829,106,27000000,14.668,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Return of the Pink Panther,6.785,536,1975-05-21,41833347,113,5000000,14.559,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sagar Alias Jacky Reloaded,5.1,18,2009-03-26,2100000,140,1200000,3.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Scarlet Letter,6.032,421,1995-10-13,10382407,135,50000000,15.716,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Half Past Dead,5.179,321,2002-11-15,19233280,98,25000000,10.326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shopgirl,5.8,234,2005-10-21,11588205,104,10284523,9.843,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Elvis Has Left the Building,5.281,48,2004-08-27,152547,90,11500000,7.35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Made in Dagenham,6.676,271,2010-10-01,12629471,113,7200000,13.604,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Heavenly Creatures,7.011,824,1994-09-12,3049135,109,5000000,13.357,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Grinch,6.828,3401,2018-11-08,508575295,85,75000000,36.415,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
White Chicks,6.919,3505,2004-06-23,113086475,109,37000000,54.851,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big City,7.8,4,1937-09-03,1601000,80,621000,1.755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
King Kong,6.2,756,1976-09-08,90614445,134,23000000,20.299,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Audition,7.105,1354,1999-10-06,359853,115,250000,15.905,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mercury Rising,6.25,1401,1998-04-03,93107289,111,60000000,19.957,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Odd Couple,7.524,512,1968-05-16,44527234,106,1200000,12.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Stop Me Now,6.4,344,2019-04-18,5000000,102,8000000,9.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is Where I Leave You,6.579,1205,2014-09-10,41296320,103,19800000,14.203,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity 4,5.418,1739,2012-10-17,142802657,97,5000000,21.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Predator 2,6.26,2900,1990-11-21,57120318,108,35000000,41.389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Thin Red Line,7.446,2698,1998-12-25,98126565,171,52000000,19.378,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Henry's Crime,5.7,302,2010-01-14,204940,108,12000000,9.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHROMAKOPIA VINYL,10.0,1,2024-10-22,61000,1,10000,1.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Traffic in Souls,5.5,17,1913-11-24,1800000,88,5700,1.252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Visitors: Bastille Day,4.102,630,2016-03-23,18552314,110,25868826,10.969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Stories,6.29,326,1989-03-10,10763469,124,15000000,8.881,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shark Tale,6.023,5923,2004-09-20,367275019,90,75000000,42.747,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Golden Earrings,5.8,6,1947-08-27,7000000,95,1000000,1.563,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kalifornia,6.537,683,1993-06-24,2395231,117,9000000,20.239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Creed III,7.194,1987,2023-03-01,275248615,116,75000000,164.985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bringing Down the House,5.989,654,2003-03-07,132675402,105,20000000,17.435,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabin in the Sky,6.419,31,1943-04-09,1606624,98,662141,4.052,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Run All Night,6.404,2632,2015-03-11,71561644,114,50000000,25.445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jansankhya,10.0,1,2021-02-12,1000000,22,600000,0.729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Losin' It,5.0,87,1982-08-20,1246141,100,7000000,9.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet Sematary,6.601,1939,1989-04-21,57469467,103,11500000,27.325,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Farewell,7.436,1275,2019-07-12,23076657,100,250300,11.136,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Restricted Area - Baron Palace,10.0,1,2016-11-16,400000,85,250000,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Silent House,5.411,367,2011-01-21,13101672,85,2000000,9.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Goonies,7.52,5254,1985-06-07,61389680,114,19000000,37.406,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Darling Clementine,7.425,368,1946-10-17,2750000,97,2000000,13.206,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Il vegetale,5.7,256,2018-01-18,8475827,84,8166084,4.279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Driver for Vera,6.667,36,2004-07-27,2011837,105,3300000,3.891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Craft,6.737,1678,1996-05-03,24819936,101,15000000,33.854,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Cyborg,5.6,627,1989-04-07,10166459,86,500000,19.405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Lianna,6.3,27,1983-01-19,1530839,113,300000,3.164,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Citizen Ruth,6.564,117,1996-11-21,285112,104,3000000,6.548,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Passengers,6.064,824,2008-09-26,2000000,93,25000000,16.783,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Don 2,7.0,202,2011-12-23,2900000,139,11000000,9.696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
World War III,7.273,22,2014-07-28,4500000,105,1500000,1.698,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast,7.734,9256,1991-10-22,424967620,84,25000000,72.077,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
One Direction: This Is Us,8.329,988,2013-08-29,68500000,92,10000000,9.486,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Four Brothers,6.755,1900,2005-08-11,92374674,109,45000000,29.607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill & Ted's Excellent Adventure,6.858,1643,1989-02-17,40485039,90,10000000,18.022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fritz the Cat,6.149,289,1972-04-12,25000000,78,850000,13.771,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timeline,5.711,973,2003-11-26,43935763,116,80000000,20.039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Melancholia,7.198,3207,2011-05-26,15946321,135,7400000,16.483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Guy Ritchie's The Covenant,7.814,1651,2023-04-19,20000000,123,55000000,188.559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
A Way Out,9.0,1,2021-04-12,1,7,1,0.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shahid,7.4,55,2013-10-18,6100000,129,970000,5.972,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mulan: Rise of a Warrior,7.445,391,2009-11-26,13380561,115,12000000,15.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
All Eyez on Me,6.71,1108,2017-06-12,44922302,139,40000000,16.612,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
神威天使,5.0,1,1993-01-01,100,0,100,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Rabbit 2: The Runaway,7.171,714,2021-03-25,153000000,93,45000000,27.237,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police, Adjective",6.5,50,2010-01-14,48298,115,1089360,2.565,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Destructive Friends Presents: Death Of A Playstation,10.0,1,2020-02-05,105,25,15,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deck the Halls,5.47,577,2006-11-22,47231070,93,51000000,17.056,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mrs. Doubtfire,7.186,5633,1993-11-24,441286195,125,25000000,23.964,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bachory,10.0,1,,10,0,10,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sivaji: The Boss,7.1,99,2007-06-14,19000000,189,12000000,12.548,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beneath the Planet of the Apes,6.175,1120,1970-04-23,18999718,95,3000000,23.486,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Shattered Glass,6.984,377,2003-11-14,2944752,94,6000000,12.732,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Saving Silverman,5.558,475,2001-02-09,19351569,90,22000000,13.493,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Singham,6.5,130,2011-07-22,25034000,143,3062000,7.182,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bodyguard,6.666,2676,1992-11-25,411006740,129,25000000,27.212,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
Spy Kids 3-D: Game Over,5.1,2034,2003-07-25,197011982,84,38000000,40.707,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Honeymoon,10.0,1,1976-02-10,50000,109,1000000,0.914,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Das Boot,8.083,1991,1981-09-17,85000000,150,14000000,32.423,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Dead Silence,6.4,2048,2007-03-16,22217407,89,20000000,35.662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anjaana Anjaani,6.049,72,2010-09-24,5900000,151,6400000,7.453,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
