title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Into the Wild,7.81,9026,2007-09-11,56255142,148,15000000,30.993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stuck on You,5.315,607,2003-12-10,65784503,119,55000000,10.195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mommie Dearest,6.395,177,1981-09-18,5000000,128,19032261,12.078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Smurfs,5.767,3519,2011-07-29,563749323,103,110000000,36.29,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cat People,6.893,511,1942-12-05,4000000,73,134000,12.933,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Spartan,6.159,330,2004-03-12,8112712,102,19250000,12.147,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Love & Other Drugs,7.037,4717,2010-11-22,102820008,112,30000000,45.032,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Making Milk,10.0,1,2016-06-01,75,11,5,0.6,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Pariah,6.821,124,2011-12-27,769552,86,500000,9.983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FOR CAER,7.0,1,,60,9,60,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince of Darkness,6.776,871,1987-10-23,14182492,101,3000000,17.277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Milyarder,7.162,34,1986-09-07,194300,96,44350,2.603,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Killed on Christmas,10.0,1,2021-12-17,1000,7,1000,0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Earth Girls Are Easy,5.62,333,1988-09-08,3916303,100,10000000,15.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Satya,7.031,48,1998-07-03,2300000,170,310000,9.179,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Crime,5.679,82,1992-03-06,3520427,94,18000000,8.672,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
惊魂桃花党,7.0,1,1994-01-01,100,0,100,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Serpico,7.544,1720,1973-12-18,29800000,130,3000000,16.565,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Alexander's Ragtime Band,6.6,23,1938-05-24,4000000,106,2000000,2.522,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Bad Santa,6.514,1917,2003-11-26,76490720,92,23000000,20.286,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark Water,6.755,527,2002-01-19,1686839,101,4000000,13.031,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Robots,6.4,4210,2005-03-10,262511490,91,75000000,32.543,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Fast and the Furious: Tokyo Drift,6.454,6222,2006-06-03,158964610,104,85000000,11.096,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Fat Albert,5.15,237,2004-12-25,48563556,93,26000000,13.19,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Irishman,7.615,6203,2019-11-01,968853,209,159000000,23.095,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Intruder,7.0,1,2019-11-13,100,9,100,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Living Out Loud,5.837,43,1998-10-30,12902790,100,12000000,5.135,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Earth's Most Beloved Son,6.938,16,1993-03-20,10000,110,250000,1.193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Some Kind of Hero,5.561,33,1982-04-02,23671186,97,8000000,7.295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner 2049,7.544,12331,2017-10-04,259239658,164,150000000,70.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Live Free or Die Hard,6.606,5365,2007-06-20,383531464,128,110000000,33.523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"sex, lies, and videotape",6.938,796,1989-08-04,24741667,101,1200000,23.698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maniac,6.42,375,1980-11-14,10000000,88,350000,12.566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Practical Magic,6.732,1330,1998-10-16,46733235,104,75000000,22.256,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Crazy, Stupid, Love.",7.3,7773,2011-07-29,145079584,118,50000000,39.835,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Godzilla,7.6,802,1954-11-03,2250000,96,900000,31.786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Summer Storm,6.687,182,2004-09-02,2085166,98,2700000,7.133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manikanda,3.2,2,2007-05-05,500000,159,500000,2.161,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rock Star,6.712,672,2001-09-04,19334145,105,57000000,12.868,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Trap.com,5.0,136,2011-07-08,7586448,95,1483515,5.167,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Atonement,7.652,3851,2007-09-07,131016624,123,30000000,24.878,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Blue Butterfly,6.667,30,2004-02-20,1775619,97,12500000,2.798,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Touch of Evil,7.8,1291,1958-03-30,2247500,111,829000,19.983,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
How I Ended This Summer,6.385,91,2010-02-17,622644,124,2500000,6.536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Spirit Trap,4.306,31,2005-08-12,25245,91,4500000,6.266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Are We There Yet?,5.573,888,2005-01-20,97918663,95,32000000,16.87,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Unknown,6.667,3585,2011-02-16,130786397,113,30000000,33.136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Valley of Flowers,6.5,20,2006-07-15,130742,120,6000000,2.227,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Care Bears Adventure in Wonderland,5.7,29,1987-08-07,6000000,75,5000000,3.169,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Valley of the Dolls,5.9,103,1967-12-27,50000000,123,5000000,19.902,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dracula,7.293,528,1958-05-22,3500000,82,104880,18.647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Graduate,7.649,3023,1967-12-21,104945305,106,3000000,20.369,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Enthiran,6.561,188,2010-10-01,62000000,155,26400000,12.824,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Wind River,7.428,4747,2017-08-03,44998252,107,11000000,22.336,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Darkness,5.647,351,2002-10-11,33988736,102,10600000,9.726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Age of Innocence,6.974,950,1993-09-10,32255440,133,34000000,15.455,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Contempt,7.075,743,1963-10-29,528428,103,900000,28.027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Girls,10.0,1,2007-02-02,60,79,50,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Race 2000,6.081,418,1975-04-30,8000000,80,300000,20.465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Never on Sunday,6.85,60,1960-05-24,8000000,91,151000,4.622,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adam Mısın!,1.2,4,2016-11-18,20,91,500,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Solution,6.0,1,2017-11-29,25,0,25,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Catching Fire,7.4,16182,2013-11-15,865011746,146,130000000,49.864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Handover,6.0,1,2016-06-09,5000,17,1000,1.463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hollywood Homicide,5.238,563,2003-06-09,51142659,116,75000000,10.843,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jacob's Kingdom of Heaven,7.365,26,2016-04-08,520000,145,110000,2.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Finest Hours,6.6,1500,2016-01-27,52099090,117,80000000,16.102,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
The 9th Precinct,5.906,16,2019-08-29,1862261,94,1413543,7.224,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Crackerjack,6.692,13,2002-07-11,6500000,92,2600000,3.043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Partridge: Alpha Papa,6.665,411,2013-07-24,9800000,90,4000000,10.148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairtex Muaythai Training Camp Documentary Movie,9.0,1,,25000,29,5000,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Snoop Dogg's Hood of Horror,4.82,61,2006-06-27,25900,85,5000000,7.356,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
She Wore a Yellow Ribbon,6.947,310,1949-10-22,5400000,103,1600000,10.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kicking & Screaming,5.778,577,2005-05-13,56070433,95,45000000,11.001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Undisputed,6.506,649,2002-07-17,14946150,96,20000000,20.729,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Dead Reckoning Part One,7.74,1171,2023-07-08,563148955,164,291000000,401.083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pokémon the Movie 2000,6.675,781,1999-07-17,163649270,84,30000000,22.838,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Babe,6.192,2657,1995-07-18,254134910,91,30000000,25.864,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,6.6,831,1984-12-06,40400657,116,28000000,28.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Truth,6.56,448,2015-10-16,5383097,125,9600000,25.237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rang De Basanti,7.127,395,2006-01-26,11502151,157,2200000,16.035,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Something Borrowed,6.252,963,2011-05-05,65090821,112,35000000,14.932,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sudden Death,6.0,638,1995-10-27,64350171,110,35000000,15.212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ode to Billy Joe,6.339,28,1976-06-04,27000000,105,1100000,3.255,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Big Picture,5.881,84,1989-09-15,117463,100,5000000,9.346,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blues Brothers 2000,5.31,610,1998-02-05,14051384,123,28000000,14.048,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cats & Dogs,5.381,1503,2001-07-04,93375151,87,60000000,16.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Playing God,5.445,91,1997-10-17,4166918,94,12000000,8.199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
买买提的2008,8.0,1,2008-04-06,20707,0,414147,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Heat,7.903,6552,1995-12-15,187436818,170,60000000,41.522,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No Man's Land,5.983,88,1987-10-23,2877571,106,8000000,9.891,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fatal,5.944,579,2010-06-16,8929413,95,17289533,6.611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All,6.1,4,2020-11-04,60500,123,1200000,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twixt,4.952,248,2011-09-30,1300000,89,7000000,7.746,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Mother Teresa of Calcutta,6.786,14,2003-10-19,15000000,180,7000000,2.777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Precocious and Brief Life of Sabina Rivas,7.052,58,2012-11-09,2395000,115,4620000,5.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Tally Hall Documentary,10.0,1,2021-08-04,1,187,1,0.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Son of Saul,7.144,969,2015-06-11,1777043,107,1000000,13.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Olağanüstü Türk Süper Kahraman Filmi,10.0,1,2024-05-15,1,0,1,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Muppets Take Manhattan,6.456,333,1984-06-27,25500000,94,8000000,12.372,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Firestorm,5.093,54,1998-01-08,8165212,89,19000000,8.076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lupin the Third: The Castle of Cagliostro,7.5,899,1979-12-15,8194857,102,7202188,22.332,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Others,7.612,5916,2001-08-02,209947037,101,17000000,40.216,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Little Nicky,5.863,1656,2000-11-10,58292295,90,85000000,20.729,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Cooler,6.689,310,2003-11-26,10400000,101,4000000,7.841,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Transformers,6.8,10477,2007-06-27,709709780,143,150000000,10.172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Watership Down,7.171,558,1978-10-14,3713768,88,1000000,13.231,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
She Hate Me,5.119,97,2004-07-30,1465134,139,8000000,10.965,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Simon Birch,6.7,215,1998-09-11,18253415,114,20000000,13.998,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Waitress,6.768,483,2007-05-25,22240529,108,1500000,11.338,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Where the Boys Are,6.222,27,1960-12-28,3500000,99,2000000,6.401,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Texas Chainsaw Massacre,6.237,2408,2003-05-21,107363905,98,9500000,45.719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Devil's Double,6.699,512,2011-02-11,5728213,109,19100000,15.421,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ROW Ladies Night Out 5,10.0,2,2019-02-23,10777,90,6755,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiki's Delivery Service,7.848,3562,1989-07-29,4493017,103,6900000,38.008,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Green Carriage,6.0,3,2015-11-26,40840,93,1500000,2.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Hate Valentine's Day,5.4,251,2009-06-27,4243957,98,3000000,11.763,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Norm of the North,4.687,315,2016-01-14,17062499,86,7000000,10.88,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Without a Paddle,5.541,593,2004-08-20,69631118,95,19000000,16.045,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Portrait of a Lady on Fire,8.178,2187,2019-06-17,9923127,120,5740000,22.175,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ittymaani: Made In China,4.6,13,2019-09-06,4400000,158,1300000,3.019,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
一对冒牌货,10.0,1,1986-01-01,100,0,100,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Demolition,6.766,1969,2015-04-08,4366460,101,10000000,14.679,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Mistress,5.5,9,2012-09-21,5876918,125,22361,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Band of the Hand,6.511,47,1986-04-11,4865912,109,8700000,8.271,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Season of the Witch,5.428,2254,2011-01-07,91627228,95,40000000,24.468,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
qWedsfdghtrgefg,6.1,16,,1,130,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop III,5.9,1590,1994-05-24,119208989,105,50000000,21.189,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Belle of New York,5.5,11,1952-02-22,1982000,82,2563000,3.055,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Stormbreaker,5.21,600,2006-07-21,23937870,93,40000000,15.827,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TÁR,7.2,904,2022-09-23,29182623,158,35000000,29.977,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Best Man,6.593,118,1999-10-22,34573780,120,9000000,6.672,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Celestine Prophecy,5.1,65,2006-06-01,615752,99,10000000,9.542,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Instinct,6.383,549,1999-06-04,34105207,124,80000000,12.137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Solitud de Cristo,10.0,1,2020-06-09,1,0,1,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool as Ice,5.1,159,1991-10-18,1193062,91,6000000,11.979,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Final Cut,7.0,325,2022-05-18,2046233,110,4300000,12.399,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
My Way,7.868,345,2011-12-21,16653488,137,25500000,14.108,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
American Psycho,7.4,9797,2000-04-13,34266564,102,7000000,55.224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Unanswered Question V : The Twentieth Century Crisis,9.0,1,1976-01-11,2000,133,1000,0.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Monsters, Inc.",7.835,17189,2001-11-01,579707738,92,115000000,86.936,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3 Days to Kill,6.068,1998,2014-02-14,53260230,113,28000000,25.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kangaroo,6.0,1,1986-07-24,432266,108,3300000,0.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Two Much,5.408,131,1995-12-01,1141556,118,24000000,6.093,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Call Girl,6.2,18,2007-12-27,1610085,145,1300000,2.918,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Edward II,6.208,47,1991-09-03,706131,90,1003575,5.611,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Railway Man,6.86,672,2013-12-02,24174885,116,18000000,16.992,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Swimming Pool,6.5,628,2003-05-21,22441323,102,7800000,17.717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aftershock,5.108,300,2012-09-12,58510,89,2000000,13.231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Confidential Assignment,7.0,94,2017-01-18,56100000,125,8520000,10.243,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El Filibusterismo,7.5,2,2020-03-16,15,47,10,0.914,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Chashme Baddoor,4.5,22,2013-04-05,5500000,120,37000000,2.433,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Adaptation.,7.369,2244,2002-12-06,32801173,115,19000000,15.59,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dubrovsky,5.231,13,2014-03-06,1677946,123,2500000,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fits,6.421,108,2016-01-22,169242,72,170000,4.451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Shawshank Redemption,8.702,24649,1994-09-23,28341469,142,25000000,122.61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The River,6.196,107,1984-12-01,11500000,122,18000000,7.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Bridge Too Far,7.222,712,1977-06-15,50750000,175,22000000,21.901,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Katyar Kaljat Ghusali,9.2,6,2015-11-12,4400000,162,1500000,2.024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Untitled Document,3.0,1,2014-10-09,200,5,15,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Old Man & the Gun,6.424,1297,2018-09-27,11277120,94,15800000,6.837,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Midnight in the Switchgrass,6.005,365,2021-07-23,229811,99,15000000,21.731,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Timebomb,5.109,46,1991-05-25,64532,96,6000000,4.339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Out of Sight,6.676,1125,1998-06-26,77745966,123,48000000,15.685,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fixation,4.0,1,2022-08-31,21000,101,80000,2.573,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
In Enemy Hands,5.83,94,2005-04-15,64236,94,5400000,7.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Supernerds,10.0,1,2021-04-01,2,0,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"White Hunter, Black Heart",6.29,235,1990-05-16,2319124,112,24000000,16.419,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aaha Kalyanam,4.9,9,2014-02-21,6500000,142,1500000,1.369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loft,6.874,358,2008-10-21,9168516,118,4185000,10.156,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
The Unholy Three,6.588,40,1925-07-20,704000,86,103000,2.863,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
The Northman,7.1,3589,2022-04-07,69633110,137,70000000,53.571,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vacancy,6.222,1315,2007-04-20,35300645,85,19000000,17.959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
John Wick: Chapter 4,7.814,4639,2023-03-22,426978565,170,90000000,482.538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Marine,5.9,663,2006-10-13,22165608,92,20000000,14.879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harley Davidson and the Marlboro Man,6.312,362,1991-08-23,7434726,98,23000000,19.835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Away from Her,6.99,200,2007-05-04,9194283,110,3000000,10.423,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
American Outlaws,6.066,220,2001-08-17,13678913,94,35000000,16.868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Quiet Passion,6.11,163,2016-10-07,1864266,125,8138338,7.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fired Up!,6.104,575,2009-02-20,18599102,90,20000000,13.441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio,6.719,6195,2011-04-03,484635760,96,90000000,43.578,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OROBORO,10.0,1,2022-02-18,1,4,1,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Beach Bum,5.628,440,2019-03-21,4554065,95,5000000,11.235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Duchess and the Dirtwater Fox,6.1,38,1976-04-01,4120000,103,4590000,4.951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Days of Glory,6.677,337,2006-09-27,22963701,128,14500000,11.104,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Astérix at the Olympic Games,5.204,1807,2008-01-30,132900000,116,97250400,21.301,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Razor's Edge,6.266,64,1984-10-19,6551987,129,13000000,10.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Derailed,4.979,234,2002-05-19,297835,89,11000000,13.519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VENUM,10.0,1,2023-10-01,70000,32,50000,1.329,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jude,6.329,117,1996-02-06,409144,123,7000000,13.971,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
